BVMnetwork,"fiberball777, woohyun_chong, Wegwerfen119747, tester84424, fitch_romeo, 2016Sondor65718, Hamad_almoqbel, imacryptopotato, x100okman, GenRev90, coskundemi94314, thiaradestha, Rizla46038405, UetQuy, PartoucheAlexa1, tayma063071151, Kalarudra1, WSTRUCKIN, 0XStxr, crypto_madz, Hussain76424641, tyrant_20155270, kazaktatli, weddaETH","0xAobby, hashcrypted, apexproltd, cry_bebi, solsniperr, selamibolat5, Scott_2140, sanjayi0, AulSabi, ryul_s8216, Alissonks, ABINASH_KANDWAR, __MightySonu, multiproman, plstr42, sona_sktk, WGCLTP, the_kasino, WnX0cRi5tnKmDIE, mark166514","HouseofZK, Gaze_Network, OKLink, DIAdata_org, BitcoinMagazine, fractal_bitcoin, ClusterProtocol, BitcoinLayers, TuringBitchain_, nufflelabs, bitfinitynet, galaxyhq, Coredao_Org, Cointelegraph, TheBlock__, CoinDesk, O3Layer_, BinanceResearch, HyperDustIO"
BitcoinNewsCom,"CedYoungelman, alanbwt, HODLneverSODL, SimplyBitcoinTV, ronin21btc, bitcoin_hotel, NikoJilch, MarkusTurm, BitcoinEkasi, Terahash_Calee, fabthefoxx","Snooopy_CA, Original_SNT, jcpackard, JasonBWagner, NonFungibleBean, jeremiahsoucie, MaxkwTet, JesseKe77663971, RagnarAllin, AZFi_invest, ceoByteFederal, epalascianook, GeoffTheLil, _pv_17, hatterscrypto, ENKI0311, capital_az1999, SovereignHodler, rizzizn, DeadlyCrypto_","relai_app, WalkerAmerica, w_s_bitcoin, alanbwt, HODLneverSODL, SimplyBitcoinTV, BitcoinEkasi, GhostofWhitman, coinfinity, thomas_fahrer, BigSeanHarris, BoldBitcoin, bitcoinofficesv, julian_liniger, Pledditor, LukeMikic21, LPCapitalChi, LightRider5, pippellia"
OwnYourBitcoin,"JuhyukB, bitoka_h, ensure_future, PasiSilven37413, RobertCola123, AlbertMusz8268, RajithKodi20012, willyyeo1973, Badgirl5690, Nazruh_, Bfuchs65, CoffeeParrrrty, dogsoldiersmith, BitcoinVine, shityoufmind, MekuritL, TBagwell1, JIMI_708, BTM176238321, aniket_bhagat13, _ndandax, IFxLlbMb7OwOFnL, hdivid25227, MohamedDavinci, saiywatmain97","jptraps, ShakeebB, JustinB66566445, TheATC_eth, GlennedUp, JamesEConant, Danoncrypto, SeahawkSkinny, GhufranShah, BijuT, ColinSteitz, alkem, 1st_Akkadian, geatsor, crypto_king_50, ProtestDontRiot, thomassflee, jeffcyp, nickfitzre, GeoffTheLil","ecoinometrics, Stadicus3000, derBitcoinier, BitcoinColl, JamesGore, Bitcoin_ABC, Xiaobailong0818, sucksitdamn, ManuqqLuna, v_2eei, dannydiekroeger, rot13maxi, clarkmoody, theemikehobart, brian_trollz, HodlDee, DavidFBailey, resistancemoney, druidian"
fractal_bitcoin,"shipper1447, weiss66668, SeungHyunCha2, Marc91348033, VinayParma369, HIMEpupupu, aaronxkong, anthonyatomi, wangson0050, eminentgu, HeXuan30945, bluez_bitguy, bellydancer21, vedansh0922, ApkBrewer, jiahs224517, wang_c_c, Badgirl5690, royalaustralia, GladysCard2711, ZZtn13, whifng2, juanferGDA","miuuuu_8, 0X_BeBopFaye, cryptobbtblog, sona_sktk, ABINASH_KANDWAR, fanner71, aaronxkong, iamonyx0x, Doctor__Vibe, FarukS, royalaustralia, __MightySonu, badmanNFTs, yezi1497310, xing141311, Alissonks, huseyin1tekin, VickeyJain14, mikejunior75, elonmuskproxel","inscribenow_io, Bipolar_WC, GeoMarks_io, dot_swap, DeTradingcom, OKXExplorer, domodata, StarkWareLtd"
areabitcoin,"fernandoulrich, bitdov, carol_bitcoin, diegokolling, fernandoulpoor, mendlowicz, KoreaComK, seiitiarata, BitcoioD00mMano, birinaite80, joaogrilobtc, satbitsat, caioleta_, kakafurlan, AncapEco, Pleb21_DTV, ojedabtc, caueconomy, RefugioBitcoin","jeremiahsoucie, crypto_king_50, wzorak, The_Amazing_Ali, Lugg04, BitPetro, Paris_Mexc, Cryptopachanga, ProgrammableTx, HodlAlabamGhost, embrelladotcom, CryptosNews1000, danielhvf, eebdc556, loveCOmtns, illiteratewithd, hokester88, JonnyMnemonic22, mfosterio, freeslave06","fernandoulrich, bitdov, carol_bitcoin, diegokolling, KoreaComK, ancapsu, joaogrilobtc, caioleta_, kakafurlan, RefugioBitcoin, BitcoinBeachBR, lorenzolfm, bitcoinheiros, ocaiocrispim, namcios, allanraicher, carlabitcoin, nvk, LightningKoffee"
Bitcoin_Buddah,"mariaxxnn, Aguilar_jeash, babypluto3000, genesisclthg16, markybanez5714, BugaoanCri49123, LifeWeBuild, paler52987, DheenaM548853, PasiSilven37413, FJungheatu, Steve8777359074, Yennie777483, floweringcake, SinakhokonkeS17, ReymarkFra97526, Taylorl60, RomnielZac27154, IndontoJoy, jiweentirb, muhdAbu362289, A_ndyv, LoveisTheGlitch, abd92783440, SagsagatSh39150","FJungheatu, _prettymamax, ayam_Chizzy, ZazaphameZaza, GenXHistorian, MISHALALSAUD19, Zachinvests, 9BedroomBully3, WrongPlaceChimp, zDyL7, husobit, Crypto_Ricster, Beozzo91, CryptoCaandy, cayusface, TheCryptoCab, yoplayground_, TheOG_SolanaGod, Kos_Alisha, muskCryptoNite","viewgrowrich, theYouthflix, Jrmmabini, RastislavBakala, CryptoCred, MacnBTC, worldcoin, Rentible_io, abu_crypto1, lookonchain, 0xSweep, CryptoDefiGems, GVRCALLS, ppmagax, bitsmiley_labs, LogX_trade, HiBlockTalks, Washigorira, PhilTokenETH, SuiNetwork"
BTC_JackSparrow,"trader1sz, Trader_XO, CryptoCred, Tradermayne, IncomeSharks, ColdBloodShill, RookieXBT, AltcoinPsycho, TheFlowHorse, pierre_crypt0, MuroCrypto, jimtalbot, DaanCrypto, BobLoukas, IamNomad, TrueCrypto28, TheCryptoDog, abetrade, RektProof, Bluntz_Capital","CryptoMtnDrew, XQTStrategy, ramazan_pilis, MarcusH43541766, SwearSol, jayp2020, Investing_w_Joe, CriptArian, herrhaase, BlackPilled28, 0xJunebox, GeoffTheLil, dapanji_eth, marklemoore, birb_check, ooloo, ___magnus___, jkrums, yunanarifW","trader1sz, Trader_XO, CryptoCred, CryptoDonAlt, Tradermayne, IncomeSharks, Nebraskangooner, ColdBloodShill, RookieXBT, AltcoinPsycho, TheFlowHorse, pierre_crypt0, MuroCrypto, jimtalbot, DaanCrypto, BobLoukas, IamNomad, TrueCrypto28, TheCryptoDog, RektProof"
BitcoinTina,"coryklippsten, MartyBent, BitcoinIsSaving, FossGregfoss, gladstein, JeffBooth, stephanlivera, Excellion, nvk","michaelsamui, DKnightCside, schizo_trader, msdy51364, Rebelrider65, RevolutionInvt, b0omtime, ESchmidt9, victoreyestudio, mtn_ape, DzonKowalsky, c_kletzer, crypto_king_50, meanrevpls, Nikhnow, socalivan, Big_Olle, jkrums, jeremiahsoucie, FranciscoKemeny","coryklippsten, hodlonaut, MartyBent, BitcoinIsSaving, FossGregfoss, gladstein, JeffBooth, stephanlivera, Excellion, jimmysong, nvk, NeilJacobs, BTCsessions, americanhodl8, TheGuySwann, HodlMagoo, jameslavish, IIICapital"
BitcoinFrogs,"short_zach8283, JulieValen48132, cryptojudge87, shieldfolio, beomsoonho, gumshoeart, gesuita159066, cosmictrimtab, debtmeme, ctnola09, saeed20_17, Nockepen, cryptoure54, Litheadi, WaaabitsBTC, michael_sa64404, HaqzCrypto, JesumadJ97232, BigBen9490, poncothe, claudita13sald1, koetsuzo, curembe, suldidni","DiamondDAssets, cryptonik_007, sawbobwas, FarukS, cryptojudge87, shieldfolio, keenanhodl_btc, TbBegley, Djgirinnft, TaurusZodiac9, hyphensols, AngryfishBTC, hashtag_ds, cryptowhales20x, mikey_awam, yezi1497310, Alissonks, oranj0x, debtmeme, Cat_ChangChang","Coopercrypto12, FunTime73155453, chinesecat888, bagdoddy, auxillarybody, 0xDbuffLou, Zer111_, cypheronin, inthetrenchesfr, FpremL, maseratsol, sickmund_pls, bussin0x, matthall2000, Bjk__10, Gems_Finder22, ViGay_nft"
rockyrabbitio,"Olaitanaki81781, susuwiners, HuzaifaAbd20930, Sohel953984, lee_michell43, MAAJ001, ChukwNkume, Weixiao06895274, RezaAudriel, tiger33053, ken50281531, 8XHappy, DaryoshG29841, Sir_Tony01, AmaoFolake76802, JoKido0932, kabsidbdbs3088, BjKraL_1903, vincet372, ElDavich1, Rbwp9A, 13_Sneakers, BearZhou3, sewe88, Tiny24052019","guldalifurkan, Sir_Tony01, selamibolat5, wnyn12075574, MCCOYY33, Quochungbtc, AAST5541, HervinBrighten, Oshobaba_1, Bigscottlistem, schlummerX, 11Xnx_Wax11, LukasCacheiro, malone419504, OlatundeIII, MengeziCrypto, nkTech4Btc, Hazimi919, chung123455, CryptObserv007","CoinTRTurkiye, 0xweb3bond, s0meone_u_know, kucoincom, CoinLiquidity, daajzia, benbybit, Bybit_Official, Gateio_Startup, Ilya_Cheremnikh, xTheFlaVia, GateWeb3Wallet, gate_io, bitgetglobal, MEXC_Official, BingXOfficial, elonmusk, cryptocom"
LeatherBTC,"helmizardo, hend_huma, carasuraxyjit, billsmalls333, JamesCochr34963, ariele1000, hehwhus, alisharafi555, hedi_sinaga, carleymoore37, Wayne_47375, hdhshxbx, hazelthon36, hassandaud496, hassanasim188, 11touketu, bngbng1254, aimel_xedrine27, ii_sayed123, 1997_naik, Gui_Cobain, beeboston89, andreia_pantufa, juanchocarlosa, dawid_dx102, maria06676543, Bossnerd16, paulopinto125, airalegaspiii, m_soehanda","Xenobielz, __MightySonu, hyphensols, 466Anan, hamishjones, 0xdbm, FarukS, Angelocass, Houdini_Eth, CrypTitty, roulette_stx, watishAIppening, src20luffy11440, mark166514, schlummerX, bruuciiooo, jclougher1488, luffy9819768636, Artbyt3","Raxonchain, jxhy_brc, iRIIZZI, cyphergenesisAI, ord_ephemera, BitMageBTC, zeroauthdao, MegaPunks_BTC, kingpunkape, Pizza_Pets, CODMKINGSLAYER, orddeutsch, TheRoyals_DMT, WillCameronV10, Satflow_, donruiztm, Samisa_btc, TheLiberalThumb, Mintify"
bitcoinagile,"TATrader_Alan, pushpendrakum, THE_BANKRUN, PushpendraTech, SpirosMargaris, ayewaken, ConquererCrypto, GeorgeFish51912, stewart_an76404, irak42211, GTran90149, ArthursJan54283, RonaldAust14440, DeanDougla8384, GErickson92350, ArnoldErma93998, DanielYoun55001, NicholasCh14977, EvanTaylor62308, modoariyg, BradleyEst53931, gill_andre39221, CarolDixon31624, beverly_gr83426","zkCyborg, dsavel38, jayp2020, jvonhunk, RoxanneJ34428, Angelocass, NineBapa, sun3daze, 69Ape_, traderamericano, AldwariWael, JerusalemKid, Adamkhoott, hascul420, smdistefano, SuperBullCrypt, teslamillion, offordscott, BitcoinBolo","StockmoneyL, AurelienOhayon, easyeight08, ToniGhinea, el_crypto_prof, TATrader_Alan, GertvanLagen, seth_fin, AltstreetBet, cryptoworld202, JohalMiles, CryptoSavy1, Bleeding_Crypto, thescalpingpro, decodejar, CryptoFeras, WhaleStonk, CryptoYoddha, j0hnnyw00, Washigorira"
shakepay,"Crypto_Mags, johnkvallis, CedYoungelman, orangepillapp, aiouy, TheBTCPriceBot, HodlDee","MgntDerek, Daffyduck369, david71573453, CryptoSmall, ekhatch00, jeremiahsoucie, Domainer86, AdventureDr, DarthTherius, Ashfordk10, jayp2020, stackdizzlenizl, mikeinABCAN, VincePelletier2, CryptoWinnies, Jubbs_Nft, EtroWick, JeffWagar, rudolf_olah, CanuckForChrist","BTCsessions, SteveSaretsky, PlateHODL, JoeyTweeets, johnkvallis, aiouy, TheBTCPriceBot, TheRealTahinis, newton_crypto, COLDCARDwallet, pastorcoin, kinetic_finance, BtcVancity, caveatem, fmsanchezdiaz, ericrichy, web3zander, yenibena1987, Ameener"
ALEXLabBTC,"herogamer21btc, jackbinswitch, Ryder_ID, RaphaStacks, JakeBlockchain, JJ30221029, btc_albert, RuleBasedInvest","AmalnathSathyan, prematrkurtcuk, sona_sktk, officialajeet, HZB_Token, hamishjones, cryptonik_007, MandyBrandii, 0xAobby, Alissonks, jeanlougrogger, OlgaFeldmeier, ABINASH_KANDWAR, v_verkhovenko, Dev33187, KAPT62887, fatihzt02954252, ButtonBenjam1n, Notepad_H, WGCLTP","Bifrost_Network, XverseApp, MegapontNFT, godfred_xcuz, trygamma, StacksOrg, mrkmcknz, eliherf1, herogamer21btc, Ryder_ID, btc_albert, RuleBasedInvest, CMPGFB, sigleapp"
pete_rizzo_,"gladstein, hodlonaut, BitcoinIsSaving, MartyBent, Excellion, FossGregfoss, stephanlivera, nvk, NeilJacobs, BTCsessions, CarlBMenger, IIICapital, TheGuySwann, BTCGandalf, thetrocro, americanhodl8","archiechen, StiehlSports, JasonBWagner, jeremywrk, btcdog_, SteveGatena, jab1020, DrKristerLowe, TbBegley, ProDeveloperFL, JRockZZZ2, TheGofCrypto, capital_az1999, SovereignHodler, TrystonPerry, saibharadwaj, GeoffTheLil, nl9191, vieri619, diforsummer2","adam3us, gladstein, hodlonaut, BitcoinIsSaving, MartyBent, Excellion, FossGregfoss, jimmysong, stephanlivera, nvk, NeilJacobs, BTCsessions, IIICapital, TheGuySwann, BTCGandalf, thetrocro, americanhodl8, knutsvanholm"
SovrynBTC,"BTCsessions, TheGuySwann, _Checkmatey_, alistairmilne, MrHodl, EdanYago, CedYoungelman, Leishman, Princey21M, samcallah, ck_SNARKs, skwp, bourbonni, Erikcason","maxxnormal, nontuen, AusVite, GhufranShah, selamibolat5, Kveykva4664, NybergBo, svensonsays, socalivan, hudhaifahz, AstroApeETH, abzalphadog, Cryton_Capital, benibo3, albertamark11, WissyZB, ciprianhodl, BitcoinMillio18, PaulsCryptoCall, jspediacci","PrestonPysh, adam3us, gladstein, JasonPLowery, jackmallers, Excellion, FossGregfoss, BitcoinIsSaving, MartyBent, jimmysong, stephanlivera, nvk, IIICapital, thetrocro, BTCsessions, TheGuySwann, SwanBitcoin, Bitcoinbeach"
InterlayHQ,"gavofyork, MoonbeamNetwork, AstarNetwork, danreecer_, DonnieBigBags, WatanabeSota, PolkadotInsider, PolkadotBoss, alice_und_bob, AcalaNetwork, realjameswo, slezisatoshi, BillLaboon, StellaSwap, Bifrost, NovaWalletApp, TheKusamarian","fantomas7x, Crypto_KupaKupi, ozguvercin, Bittm_, 7IxdoKRG4L8mRnV, das_grasshopper, 1BLNDOLLAR, LuhanLens, Ivanposho, cyclocarto, velasverde, UncleApes, LevelCripto, NemodropDAO, revolubo, Michelle_URL, tangantitik, nonprofitdegen, Leon82684070, chiliicrypto","gavofyork, Polkadot, MoonbeamNetwork, AstarNetwork, danreecer_, DonnieBigBags, WatanabeSota, MantaNetwork, PolkadotInsider, alice_und_bob, AcalaNetwork, realjameswo, Web3foundation, BillLaboon, StellaSwap, Bifrost, NovaWalletApp, shawntabrizi, wearetalisman"
BitcoinMemeHub,"nvk, BTCsessions, TheGuySwann, knutsvanholm, americanhodl8, MrHodl, francispouliot_, parman_the, Mandrik, bitstein, giacomozucco, ICOffenderII, denverbitcoin, BITVOLT","Vatoshinakamoto, PaperPoverty, Rebelrider65, pleberean, Grass4AI, romoolo, jayp2020, jeremiahsoucie, svensonsays, FranciscoKemeny, temp_projects, alexmedinaphoto, jcpackard, imNadeemshaikh, rascuba, benibo3, mintysic, BitcoinMillio18, KalliolaMartin, MengeziCrypto","hodlonaut, BitcoinIsSaving, stephanlivera, nvk, BTCsessions, TheGuySwann, knutsvanholm, americanhodl8, MrHodl, francispouliot_, parman_the, Mandrik, bitstein, giacomozucco, ICOffenderII, denverbitcoin, BITVOLT, TomerStrolight, notgrubles"
DiarioBitcoin,"healthy_pockets, Mariellangsaez, cryptobcncat, GranMag0, Cypher1984, es_tradingview, LOReBitcoin, MinimalTrader_, BITCOIN_AL_DIA, miprimeracripto, tenko_cripto, javierbitcoin, juanencripto, BingXLatino, Bloctrends, Lola_R08, bit2me, PolkadotEspanol","marxbys, crypto_king_50, TECH7AI, JakyLatam, LukasCacheiro, joseal_69, InfoPriv77, Battistoshi93, Max_currency, m6_ar6, J12849558, PeterGrinch21, embrelladotcom, Neuracripto, GeniusesCripto, i_kakh, Joev1d, ulammjoyas, futuurHQ, MarioChavez_VE","healthy_pockets, Mariellangsaez, BinanceLATAM, LOReBitcoin, lunaticoin, juanencripto, criptobastardo, KevinNegocios, BillAckman, futuurHQ, drakefjustin, lautidev_, arlettemsalase, GuerreroAzul07, MattWalshBlog, getcaptionsapp, AlbertoRodNews, PalmerLuckey"
SimplyBitcoinTV,"BTCsessions, BTCGandalf, BITVOLT, knutsvanholm, americanhodl8, TomerStrolight, mcshane_writes, parman_the, w_s_bitcoin, TheBTCTherapist, WalkerAmerica, CedYoungelman, ICOffenderII, Mandrik, denverbitcoin, publordhodl, orangepillapp, ronin21btc","mattyburroughs, thamer_khayat, INFLUENCERandre, realMartinBos, pleberean, Barcinthedark, ShibaArmy2025_, wzorak, Gethsun1, JoshuaWahlman, dgitalsovereign, Fabioh2303, Daffyduck369, epalascianook, andygodard, schizo_trader, capital_az1999, juliav11111, jayp2020, SovereignHodler","ICOffenderII, Mandrik, denverbitcoin, publordhodl"
PortaltoBitcoin,"thearreatsummit, CryptoPlayersIn, dens_club, CryptoTitans1, techryper, slezisatoshi, CryptoWolfcom, CryptonationN, Cryptovietnamvn, BroLeonAus, alexdevps, lubachain29, airdropcu217486, AliceBrown3405, MMohamed49778, carlson_ke85136, TimPickett54178","ABINASH_KANDWAR, TheCryptoTR, FuriaLouis, riplucky, __MightySonu, GhufranShah, jayp2020, FibeliusNFC, definitelynon3, YamNomad, 0xNormal_, Fitchinverse, 0xhok, nmabelaz, AinuxA, cryptomind13, ChiliMagician, egoegodifi, Caarolmyst, jf2488","CryptoClash1, Reef_Chain, stacyherbert, alifarhat79, AlexDamsker, loopringorg, harmonyprotocol, iotex_io, helloSQD, BLIFEProtocol, ordinalsbot, ankr, CelestiaOrg, VanVan157253, Real0xJason, APompliano, peterktodd, adamamcbride"
Tony1Million,"DylanLeClair_, LawrenceLepard, chowcollection, wlrvs, aj973, salvado80518555, Nazruh_, LoicPillon, Krisboost2564, Bfuchs65, TebogoMaleka16, MekuritL, nunofvd, quiles_facundo, dario_niell88, Soldier1st2021, YSF7141, NatalE48372, BeggarsCrypto, OfeliaBlend, bakh_76, nutrizamora, b_herna81969, coskundemi94314","LoicPillon, Universe45454, azaria_trades, Mhdfxt, captainmohadeb, freeslave06, Anthem_bop, MushManuk88, LiaqatUllaha, crypto_brands, ZacAusBtc, SwaggyPotatoe_, chowcollection, camundahl, fitcoiner, KeithWPotter, bohmapixels, Tyler_1451, boltbet7, DeanWar72224151","scottmelker, carlabitcoin, relai_app, NeilJacobs, modernTman, jackmallers"
BitcoinCom,"TheBitcoinJason, Hayden_Otto, joystickclub, thekarmacup, Arthur_HoG, ScottCBusiness, borrachomejor, BCHArgentina, DavidShares, bigtee_9","0xSCSamurai, guruanjana, Kempylife, czreth, ozguvercin, BrittenWomack, TopStockTips1, OrlandiniJoseph, StoopidPenguin_, chandstwn, kepoinajakak, PapaDunc75, Anas_ABen, albertamark11, Banished_Elk, MidasWell888, s1_nnerx, nkTech4Btc, TeedeSilver, Josh_writes_","Hayden_Otto, joystickclub, borrachomejor, BCHArgentina, DavidShares, rogerkver, truth_terminal, Web3Tokyo, hasufl, animocabrands, micheltrillo, ReginaC3214, opensocialpro, avi_mizrahi, 8teAPi, Arbitrum_jpn, kbwofficial, Red5djedi, zilliqa"
BitcoinPierre,"hodlonaut, BitcoinIsSaving, MartyBent, JeffBooth, FossGregfoss, stephanlivera, nvk, BTCsessions, TheGuySwann","pleberean, ChrisKnight407, SrinivasaD_GG, wzorak, drdavispe, schizo_trader, capital_az1999, SovereignHodler, houli, HAMJAM47, fabianfriedrich, eulav_cisnirtni, TexasHODLcro, bitcoinRPh","hodlonaut, BitcoinIsSaving, MartyBent, JeffBooth, FossGregfoss, stephanlivera, jimmysong, nvk, BTCsessions, TheGuySwann, americanhodl8, NeilJacobs, IIICapital, knutsvanholm, BTCGandalf, thetrocro, bitstein, SGBarbour, TomerStrolight"
